ra,dec,total,valid,freq
114.0,89.0,110.0,18.0,0.16363636363636364
114.0,90.0,40.0,15.0,0.375
114.0,91.0,55.0,12.0,0.21818181818181817
114.0,92.0,45.0,16.0,0.35555555555555557
114.0,93.0,30.0,15.0,0.5
114.0,94.0,44.0,15.0,0.3409090909090909
114.0,95.0,39.0,11.0,0.28205128205128205
114.0,96.0,32.0,8.0,0.25
114.0,97.0,19.0,2.0,0.10526315789473684
114.0,98.0,32.0,3.0,0.09375
114.0,99.0,3.0,0.0,0.0
115.0,0.0,2.0,0.0,0.0
115.0,1.0,3.0,0.0,0.0
115.0,2.0,1.0,0.0,0.0
115.0,3.0,5.0,0.0,0.0
115.0,4.0,4.0,0.0,0.0
115.0,5.0,3.0,0.0,0.0
115,6,0,0,0
115.0,7.0,5.0,1.0,0.2
115.0,8.0,5.0,0.0,0.0
115.0,9.0,10.0,0.0,0.0
115.0,10.0,2.0,1.0,0.5
115.0,11.0,5.0,0.0,0.0
115.0,12.0,2.0,0.0,0.0
115.0,13.0,6.0,0.0,0.0
115.0,14.0,6.0,0.0,0.0
115.0,15.0,2.0,0.0,0.0
115.0,16.0,2.0,0.0,0.0
115.0,17.0,5.0,1.0,0.2
115.0,18.0,8.0,0.0,0.0
115.0,19.0,24.0,1.0,0.041666666666666664
115.0,20.0,23.0,1.0,0.043478260869565216
115.0,21.0,35.0,4.0,0.11428571428571428
115.0,22.0,41.0,8.0,0.1951219512195122
115.0,23.0,58.0,13.0,0.22413793103448276
115.0,24.0,45.0,13.0,0.28888888888888886
115.0,25.0,56.0,16.0,0.2857142857142857
115.0,26.0,58.0,11.0,0.1896551724137931
115.0,27.0,48.0,12.0,0.25
115.0,28.0,45.0,13.0,0.28888888888888886
115.0,29.0,63.0,7.0,0.1111111111111111
115.0,30.0,55.0,11.0,0.2
115.0,31.0,80.0,16.0,0.2
115.0,32.0,54.0,11.0,0.2037037037037037
115.0,33.0,72.0,17.0,0.2361111111111111
115.0,34.0,69.0,25.0,0.36231884057971014
115.0,35.0,81.0,15.0,0.18518518518518517
115.0,36.0,82.0,18.0,0.21951219512195122
115.0,37.0,50.0,17.0,0.34
115.0,38.0,92.0,20.0,0.21739130434782608
115.0,39.0,94.0,16.0,0.1702127659574468
115.0,40.0,84.0,16.0,0.19047619047619047
115.0,41.0,108.0,22.0,0.2037037037037037
115.0,42.0,137.0,22.0,0.16058394160583941
115.0,43.0,99.0,13.0,0.13131313131313133
115.0,44.0,118.0,15.0,0.1271186440677966
115.0,45.0,135.0,21.0,0.15555555555555556
115.0,46.0,123.0,17.0,0.13821138211382114
115.0,47.0,134.0,16.0,0.11940298507462686
115.0,48.0,149.0,14.0,0.09395973154362416
115.0,49.0,127.0,14.0,0.11023622047244094
115.0,50.0,134.0,12.0,0.08955223880597014
115.0,51.0,158.0,5.0,0.03164556962025317
115.0,52.0,140.0,13.0,0.09285714285714286
115.0,53.0,129.0,13.0,0.10077519379844961
115.0,54.0,157.0,13.0,0.08280254777070063
115.0,55.0,143.0,25.0,0.17482517482517482
115.0,56.0,121.0,11.0,0.09090909090909091
115.0,57.0,156.0,20.0,0.1282051282051282
115.0,58.0,112.0,16.0,0.14285714285714285
115.0,59.0,158.0,16.0,0.10126582278481013
115.0,60.0,131.0,30.0,0.22900763358778625
115.0,61.0,122.0,21.0,0.1721311475409836
115.0,62.0,131.0,34.0,0.2595419847328244
115.0,63.0,106.0,18.0,0.16981132075471697
115.0,64.0,125.0,29.0,0.232
115.0,65.0,117.0,16.0,0.13675213675213677
115.0,66.0,112.0,22.0,0.19642857142857142
115.0,67.0,110.0,21.0,0.19090909090909092
115.0,68.0,85.0,10.0,0.11764705882352941
115.0,69.0,106.0,24.0,0.22641509433962265
115.0,70.0,88.0,18.0,0.20454545454545456
115.0,71.0,78.0,24.0,0.3076923076923077
115.0,72.0,85.0,24.0,0.2823529411764706
115.0,73.0,72.0,24.0,0.3333333333333333
115.0,74.0,116.0,26.0,0.22413793103448276
115.0,75.0,109.0,23.0,0.21100917431192662
115.0,76.0,97.0,20.0,0.20618556701030927
115.0,77.0,114.0,15.0,0.13157894736842105
115.0,78.0,82.0,7.0,0.08536585365853659
115.0,79.0,93.0,13.0,0.13978494623655913
115.0,80.0,79.0,11.0,0.13924050632911392
115.0,81.0,58.0,21.0,0.3620689655172414
115.0,82.0,85.0,20.0,0.23529411764705882
115.0,83.0,53.0,21.0,0.39622641509433965
115.0,84.0,105.0,16.0,0.1523809523809524
115.0,85.0,75.0,13.0,0.17333333333333334
115.0,86.0,74.0,14.0,0.1891891891891892
115.0,87.0,66.0,11.0,0.16666666666666666
115.0,88.0,56.0,16.0,0.2857142857142857
115.0,89.0,114.0,7.0,0.06140350877192982
115.0,90.0,33.0,12.0,0.36363636363636365
115.0,91.0,39.0,13.0,0.3333333333333333
115.0,92.0,50.0,19.0,0.38
115.0,93.0,45.0,17.0,0.37777777777777777
115.0,94.0,57.0,16.0,0.2807017543859649
115.0,95.0,38.0,9.0,0.23684210526315788
115.0,96.0,28.0,4.0,0.14285714285714285
115.0,97.0,49.0,3.0,0.061224489795918366
115.0,98.0,31.0,1.0,0.03225806451612903
115.0,99.0,3.0,0.0,0.0
116,0,0,0,0
116.0,1.0,3.0,0.0,0.0
116.0,2.0,3.0,0.0,0.0
116.0,3.0,8.0,0.0,0.0
116,4,0,0,0
116.0,5.0,5.0,0.0,0.0
116.0,6.0,3.0,0.0,0.0
116.0,7.0,1.0,0.0,0.0
116.0,8.0,5.0,0.0,0.0
116.0,9.0,3.0,0.0,0.0
116.0,10.0,4.0,1.0,0.25
116.0,11.0,5.0,0.0,0.0
116.0,12.0,2.0,1.0,0.5
116.0,13.0,2.0,0.0,0.0
116.0,14.0,4.0,0.0,0.0
116.0,15.0,5.0,0.0,0.0
116.0,16.0,4.0,0.0,0.0
116.0,17.0,4.0,0.0,0.0
116.0,18.0,11.0,0.0,0.0
116.0,19.0,31.0,1.0,0.03225806451612903
116.0,20.0,28.0,1.0,0.03571428571428571
116.0,21.0,51.0,10.0,0.19607843137254902
116.0,22.0,52.0,16.0,0.3076923076923077
116.0,23.0,55.0,9.0,0.16363636363636364
116.0,24.0,29.0,7.0,0.2413793103448276
116.0,25.0,40.0,9.0,0.225
116.0,26.0,64.0,16.0,0.25
116.0,27.0,29.0,5.0,0.1724137931034483
116.0,28.0,57.0,11.0,0.19298245614035087
116.0,29.0,61.0,7.0,0.11475409836065574
116.0,30.0,43.0,7.0,0.16279069767441862
116.0,31.0,60.0,6.0,0.1
116.0,32.0,82.0,16.0,0.1951219512195122
116.0,33.0,50.0,14.0,0.28
116.0,34.0,47.0,11.0,0.23404255319148937
116.0,35.0,59.0,5.0,0.0847457627118644
116.0,36.0,81.0,13.0,0.16049382716049382
116.0,37.0,61.0,11.0,0.18032786885245902
116.0,38.0,66.0,15.0,0.22727272727272727
116.0,39.0,74.0,13.0,0.17567567567567569
116.0,40.0,104.0,21.0,0.20192307692307693
116.0,41.0,87.0,15.0,0.1724137931034483
116.0,42.0,89.0,17.0,0.19101123595505617
116.0,43.0,117.0,18.0,0.15384615384615385
116.0,44.0,116.0,16.0,0.13793103448275862
116.0,45.0,140.0,18.0,0.12857142857142856
116.0,46.0,109.0,13.0,0.11926605504587157
116.0,47.0,100.0,15.0,0.15
116.0,48.0,116.0,13.0,0.11206896551724138
116.0,49.0,131.0,14.0,0.10687022900763359
116.0,50.0,138.0,14.0,0.10144927536231885
116.0,51.0,152.0,8.0,0.05263157894736842
116.0,52.0,118.0,7.0,0.059322033898305086
116.0,53.0,141.0,12.0,0.0851063829787234
116.0,54.0,142.0,15.0,0.1056338028169014
116.0,55.0,154.0,19.0,0.12337662337662338
116.0,56.0,143.0,10.0,0.06993006993006994
116.0,57.0,144.0,14.0,0.09722222222222222
116.0,58.0,146.0,17.0,0.11643835616438356
116.0,59.0,152.0,22.0,0.14473684210526316
116.0,60.0,141.0,17.0,0.12056737588652482
116.0,61.0,118.0,17.0,0.1440677966101695
116.0,62.0,134.0,20.0,0.14925373134328357
116.0,63.0,132.0,23.0,0.17424242424242425
116.0,64.0,115.0,12.0,0.10434782608695652
116.0,65.0,126.0,12.0,0.09523809523809523
116.0,66.0,108.0,10.0,0.09259259259259259
116.0,67.0,104.0,12.0,0.11538461538461539
116.0,68.0,99.0,15.0,0.15151515151515152
116.0,69.0,77.0,26.0,0.33766233766233766
116.0,70.0,88.0,14.0,0.1590909090909091
116.0,71.0,96.0,22.0,0.22916666666666666
116.0,72.0,75.0,20.0,0.26666666666666666
116.0,73.0,56.0,14.0,0.25
116.0,74.0,85.0,14.0,0.16470588235294117
116.0,75.0,70.0,14.0,0.2
116.0,76.0,72.0,13.0,0.18055555555555555
116.0,77.0,119.0,15.0,0.12605042016806722
116.0,78.0,110.0,18.0,0.16363636363636364
116.0,79.0,95.0,13.0,0.1368421052631579
116.0,80.0,98.0,17.0,0.17346938775510204
116.0,81.0,75.0,14.0,0.18666666666666668
116.0,82.0,64.0,12.0,0.1875
116.0,83.0,78.0,26.0,0.3333333333333333
116.0,84.0,79.0,16.0,0.20253164556962025
116.0,85.0,99.0,8.0,0.08080808080808081
116.0,86.0,80.0,18.0,0.225
116.0,87.0,48.0,14.0,0.2916666666666667
116.0,88.0,48.0,16.0,0.3333333333333333
116.0,89.0,116.0,12.0,0.10344827586206896
116.0,90.0,26.0,11.0,0.4230769230769231
116.0,91.0,63.0,15.0,0.23809523809523808
116.0,92.0,47.0,14.0,0.2978723404255319
116.0,93.0,38.0,16.0,0.42105263157894735
116.0,94.0,103.0,24.0,0.23300970873786409
116.0,95.0,29.0,12.0,0.41379310344827586
116.0,96.0,35.0,10.0,0.2857142857142857
116.0,97.0,28.0,0.0,0.0
116.0,98.0,33.0,1.0,0.030303030303030304
116.0,99.0,3.0,0.0,0.0
117.0,0.0,2.0,0.0,0.0
117.0,1.0,2.0,0.0,0.0
117.0,2.0,3.0,0.0,0.0
117.0,3.0,6.0,0.0,0.0
117.0,4.0,3.0,0.0,0.0
117,5,0,0,0
117.0,6.0,2.0,0.0,0.0
117.0,7.0,5.0,0.0,0.0
117.0,8.0,2.0,0.0,0.0
117.0,9.0,3.0,0.0,0.0
117.0,10.0,7.0,0.0,0.0
117.0,11.0,6.0,2.0,0.3333333333333333
117.0,12.0,2.0,0.0,0.0
117.0,13.0,6.0,1.0,0.16666666666666666
117.0,14.0,4.0,0.0,0.0
117.0,15.0,3.0,0.0,0.0
117.0,16.0,4.0,0.0,0.0
117.0,17.0,2.0,1.0,0.5
117.0,18.0,3.0,0.0,0.0
117.0,19.0,22.0,1.0,0.045454545454545456
117.0,20.0,23.0,2.0,0.08695652173913043
117.0,21.0,45.0,10.0,0.2222222222222222
117.0,22.0,41.0,11.0,0.2682926829268293
117.0,23.0,66.0,7.0,0.10606060606060606
117.0,24.0,46.0,11.0,0.2391304347826087
117.0,25.0,31.0,11.0,0.3548387096774194
117.0,26.0,54.0,13.0,0.24074074074074073
117.0,27.0,52.0,7.0,0.1346153846153846
117.0,28.0,39.0,10.0,0.2564102564102564
117.0,29.0,75.0,9.0,0.12
117.0,30.0,62.0,13.0,0.20967741935483872
117.0,31.0,42.0,9.0,0.21428571428571427
117.0,32.0,52.0,15.0,0.28846153846153844
117.0,33.0,59.0,15.0,0.2542372881355932
117.0,34.0,69.0,20.0,0.2898550724637681
117.0,35.0,79.0,17.0,0.21518987341772153
117.0,36.0,69.0,15.0,0.21739130434782608
117.0,37.0,79.0,22.0,0.27848101265822783
117.0,38.0,122.0,18.0,0.14754098360655737
117.0,39.0,72.0,15.0,0.20833333333333334
117.0,40.0,112.0,23.0,0.20535714285714285
117.0,41.0,85.0,13.0,0.15294117647058825
117.0,42.0,80.0,14.0,0.175
117.0,43.0,118.0,21.0,0.17796610169491525
117.0,44.0,128.0,14.0,0.109375
117.0,45.0,113.0,22.0,0.19469026548672566
117.0,46.0,125.0,17.0,0.136
117.0,47.0,97.0,16.0,0.16494845360824742
117.0,48.0,133.0,15.0,0.11278195488721804
117.0,49.0,109.0,9.0,0.08256880733944955
117.0,50.0,116.0,9.0,0.07758620689655173
117.0,51.0,175.0,12.0,0.06857142857142857
117.0,52.0,180.0,22.0,0.12222222222222222
117.0,53.0,149.0,10.0,0.06711409395973154
117.0,54.0,137.0,11.0,0.08029197080291971
117.0,55.0,136.0,13.0,0.09558823529411764
117.0,56.0,149.0,27.0,0.18120805369127516
117.0,57.0,135.0,18.0,0.13333333333333333
117.0,58.0,140.0,16.0,0.11428571428571428
117.0,59.0,135.0,26.0,0.1925925925925926
117.0,60.0,144.0,28.0,0.19444444444444445
117.0,61.0,106.0,16.0,0.1509433962264151
117.0,62.0,113.0,27.0,0.23893805309734514
117.0,63.0,116.0,27.0,0.23275862068965517
117.0,64.0,131.0,19.0,0.1450381679389313
117.0,65.0,105.0,16.0,0.1523809523809524
117.0,66.0,122.0,23.0,0.1885245901639344
117.0,67.0,124.0,15.0,0.12096774193548387
117.0,68.0,115.0,10.0,0.08695652173913043
117.0,69.0,97.0,23.0,0.23711340206185566
117.0,70.0,90.0,17.0,0.18888888888888888
117.0,71.0,75.0,16.0,0.21333333333333335
117.0,72.0,61.0,17.0,0.2786885245901639
117.0,73.0,72.0,21.0,0.2916666666666667
117.0,74.0,76.0,18.0,0.23684210526315788
117.0,75.0,127.0,23.0,0.18110236220472442
117.0,76.0,76.0,16.0,0.21052631578947367
117.0,77.0,96.0,17.0,0.17708333333333334
117.0,78.0,100.0,19.0,0.19
117.0,79.0,93.0,17.0,0.1827956989247312
117.0,80.0,60.0,13.0,0.21666666666666667
117.0,81.0,81.0,23.0,0.2839506172839506
117.0,82.0,68.0,12.0,0.17647058823529413
117.0,83.0,54.0,23.0,0.42592592592592593
117.0,84.0,79.0,20.0,0.25316455696202533
117.0,85.0,77.0,5.0,0.06493506493506493
117.0,86.0,75.0,15.0,0.2
117.0,87.0,62.0,15.0,0.24193548387096775
117.0,88.0,52.0,12.0,0.23076923076923078
117.0,89.0,117.0,10.0,0.08547008547008547
117.0,90.0,24.0,16.0,0.6666666666666666
117.0,91.0,47.0,19.0,0.40425531914893614
117.0,92.0,53.0,19.0,0.3584905660377358
117.0,93.0,47.0,20.0,0.425531914893617
117.0,94.0,39.0,8.0,0.20512820512820512
117.0,95.0,33.0,9.0,0.2727272727272727
117.0,96.0,49.0,13.0,0.2653061224489796
117.0,97.0,42.0,3.0,0.07142857142857142
117.0,98.0,29.0,2.0,0.06896551724137931
117.0,99.0,12.0,3.0,0.25
118,0,0,0,0
118.0,1.0,1.0,0.0,0.0
118.0,2.0,2.0,0.0,0.0
118.0,3.0,3.0,0.0,0.0
118.0,4.0,4.0,0.0,0.0
118.0,5.0,3.0,0.0,0.0
118.0,6.0,1.0,0.0,0.0
118,7,0,0,0
118.0,8.0,2.0,0.0,0.0
118.0,9.0,3.0,0.0,0.0
118.0,10.0,7.0,3.0,0.42857142857142855
118.0,11.0,3.0,0.0,0.0
118.0,12.0,1.0,0.0,0.0
118.0,13.0,1.0,0.0,0.0
118.0,14.0,4.0,0.0,0.0
118.0,15.0,5.0,0.0,0.0
118.0,16.0,5.0,2.0,0.4
118.0,17.0,4.0,0.0,0.0
118.0,18.0,2.0,0.0,0.0
118.0,19.0,29.0,1.0,0.034482758620689655
118.0,20.0,28.0,1.0,0.03571428571428571
118.0,21.0,53.0,8.0,0.1509433962264151
118.0,22.0,44.0,11.0,0.25
118.0,23.0,42.0,6.0,0.14285714285714285
118.0,24.0,39.0,6.0,0.15384615384615385
118.0,25.0,58.0,14.0,0.2413793103448276
118.0,26.0,70.0,10.0,0.14285714285714285
118.0,27.0,42.0,9.0,0.21428571428571427
118.0,28.0,64.0,13.0,0.203125
118.0,29.0,78.0,10.0,0.1282051282051282
118.0,30.0,54.0,11.0,0.2037037037037037
118.0,31.0,61.0,13.0,0.21311475409836064
118.0,32.0,78.0,20.0,0.2564102564102564
118.0,33.0,61.0,19.0,0.3114754098360656
118.0,34.0,50.0,12.0,0.24
118.0,35.0,84.0,17.0,0.20238095238095238
118.0,36.0,59.0,16.0,0.2711864406779661
118.0,37.0,76.0,16.0,0.21052631578947367
118.0,38.0,108.0,21.0,0.19444444444444445
118.0,39.0,103.0,15.0,0.14563106796116504
118.0,40.0,81.0,13.0,0.16049382716049382
118.0,41.0,86.0,10.0,0.11627906976744186
118.0,42.0,114.0,21.0,0.18421052631578946
118.0,43.0,91.0,15.0,0.16483516483516483
118.0,44.0,123.0,10.0,0.08130081300813008
118.0,45.0,117.0,12.0,0.10256410256410256
118.0,46.0,112.0,7.0,0.0625
118.0,47.0,110.0,19.0,0.17272727272727273
118.0,48.0,113.0,9.0,0.07964601769911504
118.0,49.0,135.0,9.0,0.06666666666666667
118.0,50.0,149.0,9.0,0.06040268456375839
118.0,51.0,168.0,12.0,0.07142857142857142
118.0,52.0,133.0,16.0,0.12030075187969924
118.0,53.0,143.0,10.0,0.06993006993006994
118.0,54.0,131.0,21.0,0.16030534351145037
118.0,55.0,134.0,17.0,0.12686567164179105
118.0,56.0,119.0,21.0,0.17647058823529413
118.0,57.0,128.0,17.0,0.1328125
118.0,58.0,134.0,11.0,0.08208955223880597
118.0,59.0,130.0,17.0,0.13076923076923078
118.0,60.0,122.0,20.0,0.16393442622950818
118.0,61.0,116.0,27.0,0.23275862068965517
118.0,62.0,110.0,23.0,0.20909090909090908
118.0,63.0,103.0,20.0,0.1941747572815534
118.0,64.0,118.0,25.0,0.211864406779661
118.0,65.0,113.0,19.0,0.168141592920354
118.0,66.0,93.0,15.0,0.16129032258064516
118.0,67.0,106.0,19.0,0.1792452830188679
118.0,68.0,93.0,10.0,0.10752688172043011
118.0,69.0,89.0,24.0,0.2696629213483146
118.0,70.0,88.0,18.0,0.20454545454545456
118.0,71.0,96.0,18.0,0.1875
118.0,72.0,82.0,23.0,0.2804878048780488
118.0,73.0,62.0,20.0,0.3225806451612903
118.0,74.0,79.0,27.0,0.34177215189873417
118.0,75.0,65.0,14.0,0.2153846153846154
118.0,76.0,89.0,30.0,0.33707865168539325
118.0,77.0,78.0,11.0,0.14102564102564102
118.0,78.0,103.0,15.0,0.14563106796116504
118.0,79.0,133.0,21.0,0.15789473684210525
118.0,80.0,68.0,28.0,0.4117647058823529
118.0,81.0,72.0,21.0,0.2916666666666667
118.0,82.0,73.0,20.0,0.273972602739726
118.0,83.0,61.0,17.0,0.2786885245901639
118.0,84.0,79.0,14.0,0.17721518987341772
118.0,85.0,87.0,20.0,0.22988505747126436
118.0,86.0,80.0,21.0,0.2625
118.0,87.0,47.0,16.0,0.3404255319148936
118.0,88.0,50.0,13.0,0.26
118.0,89.0,107.0,11.0,0.102803738317757
118.0,90.0,28.0,19.0,0.6785714285714286
118.0,91.0,52.0,19.0,0.36538461538461536
118.0,92.0,47.0,17.0,0.3617021276595745
118.0,93.0,41.0,12.0,0.2926829268292683
118.0,94.0,29.0,9.0,0.3103448275862069
118.0,95.0,38.0,19.0,0.5
118.0,96.0,37.0,9.0,0.24324324324324326
118.0,97.0,59.0,7.0,0.11864406779661017
118.0,98.0,28.0,7.0,0.25
118.0,99.0,15.0,7.0,0.4666666666666667
119,0,0,0,0
119.0,1.0,2.0,0.0,0.0
119.0,2.0,1.0,0.0,0.0
119.0,3.0,2.0,0.0,0.0
119.0,4.0,4.0,0.0,0.0
119.0,5.0,5.0,0.0,0.0
119.0,6.0,1.0,0.0,0.0
119.0,7.0,2.0,1.0,0.5
119.0,8.0,2.0,0.0,0.0
119.0,9.0,2.0,1.0,0.5
119.0,10.0,5.0,0.0,0.0
119.0,11.0,6.0,0.0,0.0
119.0,12.0,2.0,0.0,0.0
119.0,13.0,4.0,0.0,0.0
119.0,14.0,15.0,2.0,0.13333333333333333
119.0,15.0,4.0,1.0,0.25
119.0,16.0,5.0,1.0,0.2
119.0,17.0,3.0,0.0,0.0
119.0,18.0,9.0,2.0,0.2222222222222222
119.0,19.0,23.0,0.0,0.0
119.0,20.0,20.0,0.0,0.0
119.0,21.0,44.0,7.0,0.1590909090909091
119.0,22.0,35.0,8.0,0.22857142857142856
119.0,23.0,63.0,10.0,0.15873015873015872
119.0,24.0,62.0,11.0,0.1774193548387097
119.0,25.0,50.0,6.0,0.12
119.0,26.0,58.0,9.0,0.15517241379310345
119.0,27.0,56.0,11.0,0.19642857142857142
119.0,28.0,50.0,12.0,0.24
119.0,29.0,57.0,4.0,0.07017543859649122
119.0,30.0,65.0,9.0,0.13846153846153847
119.0,31.0,71.0,20.0,0.28169014084507044
119.0,32.0,55.0,11.0,0.2
119.0,33.0,75.0,17.0,0.22666666666666666
119.0,34.0,46.0,16.0,0.34782608695652173
119.0,35.0,56.0,8.0,0.14285714285714285
119.0,36.0,90.0,22.0,0.24444444444444444
119.0,37.0,101.0,12.0,0.1188118811881188
119.0,38.0,90.0,19.0,0.2111111111111111
119.0,39.0,86.0,9.0,0.10465116279069768
119.0,40.0,90.0,22.0,0.24444444444444444
119.0,41.0,85.0,20.0,0.23529411764705882
119.0,42.0,110.0,7.0,0.06363636363636363
119.0,43.0,118.0,17.0,0.1440677966101695
119.0,44.0,96.0,15.0,0.15625
119.0,45.0,125.0,17.0,0.136
119.0,46.0,112.0,17.0,0.15178571428571427
119.0,47.0,141.0,14.0,0.09929078014184398
119.0,48.0,130.0,19.0,0.14615384615384616
119.0,49.0,106.0,9.0,0.08490566037735849
119.0,50.0,134.0,8.0,0.05970149253731343
119.0,51.0,124.0,4.0,0.03225806451612903
119.0,52.0,153.0,16.0,0.10457516339869281
119.0,53.0,101.0,12.0,0.1188118811881188
119.0,54.0,142.0,18.0,0.1267605633802817
119.0,55.0,132.0,22.0,0.16666666666666666
119.0,56.0,131.0,12.0,0.0916030534351145
119.0,57.0,142.0,18.0,0.1267605633802817
119.0,58.0,154.0,10.0,0.06493506493506493
119.0,59.0,161.0,13.0,0.08074534161490683
119.0,60.0,134.0,22.0,0.16417910447761194
119.0,61.0,88.0,16.0,0.18181818181818182
119.0,62.0,113.0,18.0,0.1592920353982301
119.0,63.0,135.0,16.0,0.11851851851851852
119.0,64.0,128.0,10.0,0.078125
119.0,65.0,108.0,18.0,0.16666666666666666
119.0,66.0,83.0,18.0,0.21686746987951808
119.0,67.0,113.0,17.0,0.1504424778761062
119.0,68.0,110.0,17.0,0.15454545454545454
119.0,69.0,79.0,20.0,0.25316455696202533
119.0,70.0,68.0,15.0,0.22058823529411764
119.0,71.0,72.0,19.0,0.2638888888888889
119.0,72.0,81.0,16.0,0.19753086419753085
119.0,73.0,73.0,20.0,0.273972602739726
119.0,74.0,67.0,25.0,0.373134328358209
119.0,75.0,66.0,11.0,0.16666666666666666
119.0,76.0,60.0,20.0,0.3333333333333333
119.0,77.0,107.0,16.0,0.14953271028037382
119.0,78.0,82.0,16.0,0.1951219512195122
119.0,79.0,68.0,14.0,0.20588235294117646
119.0,80.0,70.0,26.0,0.37142857142857144
119.0,81.0,72.0,25.0,0.3472222222222222
119.0,82.0,75.0,14.0,0.18666666666666668
119.0,83.0,51.0,21.0,0.4117647058823529
119.0,84.0,73.0,11.0,0.1506849315068493
119.0,85.0,62.0,13.0,0.20967741935483872
119.0,86.0,63.0,12.0,0.19047619047619047
119.0,87.0,55.0,14.0,0.2545454545454545
119.0,88.0,48.0,10.0,0.20833333333333334
119.0,89.0,125.0,6.0,0.048
119.0,90.0,35.0,12.0,0.34285714285714286
119.0,91.0,40.0,18.0,0.45
119.0,92.0,50.0,17.0,0.34
119.0,93.0,32.0,10.0,0.3125
119.0,94.0,35.0,8.0,0.22857142857142856
119.0,95.0,37.0,11.0,0.2972972972972973
119.0,96.0,29.0,6.0,0.20689655172413793
119.0,97.0,33.0,7.0,0.21212121212121213
119.0,98.0,30.0,0.0,0.0
119.0,99.0,6.0,1.0,0.16666666666666666
120.0,0.0,2.0,0.0,0.0
120.0,1.0,1.0,0.0,0.0
120.0,2.0,3.0,0.0,0.0
120.0,3.0,3.0,0.0,0.0
120,4,0,0,0
120.0,5.0,2.0,0.0,0.0
120.0,6.0,2.0,0.0,0.0
120.0,7.0,4.0,0.0,0.0
120.0,8.0,3.0,0.0,0.0
120.0,9.0,3.0,0.0,0.0
120.0,10.0,3.0,1.0,0.3333333333333333
120.0,11.0,5.0,0.0,0.0
120.0,12.0,5.0,0.0,0.0
120.0,13.0,6.0,0.0,0.0
120.0,14.0,3.0,0.0,0.0
120.0,15.0,5.0,2.0,0.4
120.0,16.0,4.0,0.0,0.0
120.0,17.0,6.0,0.0,0.0
120.0,18.0,6.0,0.0,0.0
120.0,19.0,30.0,1.0,0.03333333333333333
120.0,20.0,33.0,1.0,0.030303030303030304
120.0,21.0,48.0,7.0,0.14583333333333334
120.0,22.0,44.0,10.0,0.22727272727272727
120.0,23.0,63.0,6.0,0.09523809523809523
120.0,24.0,46.0,8.0,0.17391304347826086
120.0,25.0,61.0,14.0,0.22950819672131148
120.0,26.0,94.0,6.0,0.06382978723404255
120.0,27.0,75.0,13.0,0.17333333333333334
120.0,28.0,57.0,5.0,0.08771929824561403
120.0,29.0,85.0,8.0,0.09411764705882353
120.0,30.0,62.0,14.0,0.22580645161290322
120.0,31.0,66.0,14.0,0.21212121212121213
120.0,32.0,58.0,21.0,0.3620689655172414
120.0,33.0,76.0,15.0,0.19736842105263158
120.0,34.0,59.0,17.0,0.288135593220339
120.0,35.0,60.0,8.0,0.13333333333333333
120.0,36.0,79.0,13.0,0.16455696202531644
120.0,37.0,61.0,8.0,0.13114754098360656
120.0,38.0,92.0,17.0,0.18478260869565216
120.0,39.0,119.0,17.0,0.14285714285714285
120.0,40.0,78.0,20.0,0.2564102564102564
120.0,41.0,76.0,19.0,0.25
120.0,42.0,107.0,25.0,0.2336448598130841
120.0,43.0,129.0,19.0,0.14728682170542637
120.0,44.0,111.0,11.0,0.0990990990990991
120.0,45.0,124.0,16.0,0.12903225806451613
120.0,46.0,82.0,15.0,0.18292682926829268
120.0,47.0,139.0,18.0,0.12949640287769784
120.0,48.0,140.0,7.0,0.05
120.0,49.0,146.0,14.0,0.0958904109589041
120.0,50.0,128.0,13.0,0.1015625
120.0,51.0,202.0,13.0,0.06435643564356436
120.0,52.0,181.0,12.0,0.06629834254143646
120.0,53.0,173.0,14.0,0.08092485549132948
120.0,54.0,128.0,12.0,0.09375
120.0,55.0,121.0,35.0,0.2892561983471074
120.0,56.0,116.0,15.0,0.12931034482758622
120.0,57.0,137.0,19.0,0.1386861313868613
120.0,58.0,159.0,12.0,0.07547169811320754
120.0,59.0,145.0,18.0,0.12413793103448276
120.0,60.0,122.0,33.0,0.27049180327868855
120.0,61.0,117.0,31.0,0.26495726495726496
120.0,62.0,92.0,20.0,0.21739130434782608
120.0,63.0,124.0,30.0,0.24193548387096775
120.0,64.0,118.0,20.0,0.1694915254237288
120.0,65.0,123.0,16.0,0.13008130081300814
120.0,66.0,119.0,20.0,0.16806722689075632
120.0,67.0,90.0,10.0,0.1111111111111111
120.0,68.0,85.0,13.0,0.15294117647058825
120.0,69.0,106.0,27.0,0.25471698113207547
120.0,70.0,73.0,23.0,0.3150684931506849
120.0,71.0,114.0,27.0,0.23684210526315788
120.0,72.0,81.0,19.0,0.2345679012345679
120.0,73.0,76.0,9.0,0.11842105263157894
120.0,74.0,79.0,20.0,0.25316455696202533
120.0,75.0,79.0,9.0,0.11392405063291139
120.0,76.0,103.0,16.0,0.1553398058252427
120.0,77.0,111.0,25.0,0.22522522522522523
120.0,78.0,126.0,20.0,0.15873015873015872
120.0,79.0,84.0,22.0,0.2619047619047619
120.0,80.0,94.0,18.0,0.19148936170212766
120.0,81.0,65.0,14.0,0.2153846153846154
120.0,82.0,55.0,16.0,0.2909090909090909
120.0,83.0,48.0,17.0,0.3541666666666667
